File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF914OYG	bigBed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF256WOX	1182629	ENCODE Processing Pipeline	9b1c3672df68222ab641ab4e46533695		https://www.encodeproject.org/files/ENCFF914OYG/@@download/ENCFF914OYG.bigBed	hg19				released	s3://encode-public/2017/01/11/535ea07b-166a-40e7-9324-deadca2af5b2/ENCFF914OYG.bigBed			control insufficient read depth, insufficient read depth	
ENCFF736IIZ	bed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF015YIT, ENCFF232FPZ, ENCFF624TPS	913610	ENCODE Processing Pipeline	e0e05697408c2dc96b6548593d03e1e8		https://www.encodeproject.org/files/ENCFF736IIZ/@@download/ENCFF736IIZ.bed.gz	hg19				released	s3://encode-public/2017/01/11/5be2438c-a985-46e8-9fae-16c5b7fdd5d9/ENCFF736IIZ.bed.gz			control insufficient read depth, insufficient read depth	
ENCFF666CLT	bigBed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF985EZP	780834	ENCODE Processing Pipeline	10ba038acd462584143fd1a10410fd86		https://www.encodeproject.org/files/ENCFF666CLT/@@download/ENCFF666CLT.bigBed	GRCh38				released	s3://encode-public/2017/01/11/f0ced27f-db65-479c-af6c-d03009c51be1/ENCFF666CLT.bigBed			control insufficient read depth, insufficient read depth	
ENCFF242FFV	bigWig	fold change over control	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF873ZWP, ENCFF937PBY	112478708	ENCODE Processing Pipeline	1df8f5cf6e2977f0390c40037f3b707c		https://www.encodeproject.org/files/ENCFF242FFV/@@download/ENCFF242FFV.bigWig	GRCh38				released	s3://encode-public/2017/01/11/ce4544be-5b09-4281-9795-92222965db92/ENCFF242FFV.bigWig			control insufficient read depth, insufficient read depth	
ENCFF679KNO	bed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF797ARJ, ENCFF873ZWP, ENCFF880XJW	933333	ENCODE Processing Pipeline	b6ed327710a970d2923d189bd9a34343		https://www.encodeproject.org/files/ENCFF679KNO/@@download/ENCFF679KNO.bed.gz	GRCh38				released	s3://encode-public/2017/01/11/95811ac4-3c17-43d0-9b2a-c9881673987d/ENCFF679KNO.bed.gz			control insufficient read depth, insufficient read depth	
ENCFF573ZGU	bed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF624TPS, ENCFF968HWY	375370	ENCODE Processing Pipeline	a1f9560af38cbcca51b7ba1732eeef78		https://www.encodeproject.org/files/ENCFF573ZGU/@@download/ENCFF573ZGU.bed.gz	hg19				released	s3://encode-public/2017/01/11/3f81a3f9-1d34-48d0-be10-8e5642434b7b/ENCFF573ZGU.bed.gz			control insufficient read depth, insufficient read depth	
ENCFF985EZP	bed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF873ZWP, ENCFF937PBY	375266	ENCODE Processing Pipeline	5d137a0cab2b217037c7820d9c629a5a		https://www.encodeproject.org/files/ENCFF985EZP/@@download/ENCFF985EZP.bed.gz	GRCh38				released	s3://encode-public/2017/01/11/d8ba9c92-5a99-444d-9b01-db7002173f5d/ENCFF985EZP.bed.gz			control insufficient read depth, insufficient read depth	
ENCFF256WOX	bed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF015YIT, ENCFF232FPZ, ENCFF624TPS, ENCFF968HWY	497156	ENCODE Processing Pipeline	92c8db3d68661235229cf6979520b55c		https://www.encodeproject.org/files/ENCFF256WOX/@@download/ENCFF256WOX.bed.gz	hg19				released	s3://encode-public/2017/01/11/5ac8a8d0-1063-40ed-9638-d3bfabbb40a2/ENCFF256WOX.bed.gz			control insufficient read depth, insufficient read depth	
ENCFF774QTB	bed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF797ARJ, ENCFF873ZWP, ENCFF880XJW, ENCFF937PBY	497687	ENCODE Processing Pipeline	a5e1be582e843463a7f919d82451cb37		https://www.encodeproject.org/files/ENCFF774QTB/@@download/ENCFF774QTB.bed.gz	GRCh38				released	s3://encode-public/2017/01/11/0da3552a-e2e7-4ab4-9800-dfcbaa62669a/ENCFF774QTB.bed.gz			control insufficient read depth, insufficient read depth	
ENCFF983FXY	bigBed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF736IIZ	2030866	ENCODE Processing Pipeline	333963e2f65bd4cd5d8aac062dfbcd3e		https://www.encodeproject.org/files/ENCFF983FXY/@@download/ENCFF983FXY.bigBed	hg19				released	s3://encode-public/2017/01/11/195cdc3c-0bf9-48cc-ab97-3e3e3c95682b/ENCFF983FXY.bigBed			control insufficient read depth, insufficient read depth	
ENCFF453JVH	bigBed narrowPeak	peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF573ZGU	780920	ENCODE Processing Pipeline	2b789fba255987db3220296ce9d8f7af		https://www.encodeproject.org/files/ENCFF453JVH/@@download/ENCFF453JVH.bigBed	hg19				released	s3://encode-public/2017/01/11/6df98a03-5292-4d6d-9d82-38b1da958c13/ENCFF453JVH.bigBed			control insufficient read depth, insufficient read depth	
ENCFF084LTI	bigWig	signal p-value	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF797ARJ, ENCFF873ZWP, ENCFF880XJW, ENCFF937PBY	271879300	ENCODE Processing Pipeline	e70db2503d7e15236f57b26d95ea7fb9		https://www.encodeproject.org/files/ENCFF084LTI/@@download/ENCFF084LTI.bigWig	GRCh38				released	s3://encode-public/2017/01/11/9bf2ff32-e396-4850-bb4d-c37b51661ba1/ENCFF084LTI.bigWig			control insufficient read depth, insufficient read depth	
ENCFF870OHP	bigWig	fold change over control	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF797ARJ, ENCFF873ZWP, ENCFF880XJW	156357838	ENCODE Processing Pipeline	fbacf442e2917b3405c2425a4f3413c1		https://www.encodeproject.org/files/ENCFF870OHP/@@download/ENCFF870OHP.bigWig	GRCh38				released	s3://encode-public/2017/01/11/7819372b-2a5b-4791-a590-49b60ace9f2c/ENCFF870OHP.bigWig			control insufficient read depth, insufficient read depth	
ENCFF663HWD	bigWig	signal p-value	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF624TPS, ENCFF968HWY	131603348	ENCODE Processing Pipeline	54d8094c8bab6c5b0ca497ef8ac4734d		https://www.encodeproject.org/files/ENCFF663HWD/@@download/ENCFF663HWD.bigWig	hg19				released	s3://encode-public/2017/01/11/7c1155c5-c49c-4911-81c1-6bb1453a5c52/ENCFF663HWD.bigWig			control insufficient read depth, insufficient read depth	
ENCFF309OEW	bigWig	fold change over control	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF797ARJ, ENCFF873ZWP, ENCFF880XJW, ENCFF937PBY	260966262	ENCODE Processing Pipeline	8eb12823de2f5bb88d85b83a23f41346		https://www.encodeproject.org/files/ENCFF309OEW/@@download/ENCFF309OEW.bigWig	GRCh38				released	s3://encode-public/2017/01/11/63d95cc3-dd64-4590-9f43-5bb6ffb078a4/ENCFF309OEW.bigWig			control insufficient read depth, insufficient read depth	
ENCFF025VJJ	bed narrowPeak	replicated peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF679KNO, ENCFF774QTB, ENCFF985EZP	143782	ENCODE Processing Pipeline	75e6aa3d655b2537a6b137e5a2211178		https://www.encodeproject.org/files/ENCFF025VJJ/@@download/ENCFF025VJJ.bed.gz	GRCh38				released	s3://encode-public/2017/01/11/eb42516f-6c18-4551-b57f-66e0ff3fc989/ENCFF025VJJ.bed.gz			control insufficient read depth, insufficient read depth	
ENCFF154MVT	bigBed narrowPeak	replicated peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF025VJJ	384760	ENCODE Processing Pipeline	404abe92d52407690d7e44faf73be84c		https://www.encodeproject.org/files/ENCFF154MVT/@@download/ENCFF154MVT.bigBed	GRCh38				released	s3://encode-public/2017/01/11/594548b3-3960-424e-b2b7-d0453f423252/ENCFF154MVT.bigBed			control insufficient read depth, insufficient read depth	
ENCFF646GIV	bigWig	signal p-value	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF015YIT, ENCFF232FPZ, ENCFF624TPS, ENCFF968HWY	271979204	ENCODE Processing Pipeline	39f3f1b6c3f232c5bad002f9b9a58861		https://www.encodeproject.org/files/ENCFF646GIV/@@download/ENCFF646GIV.bigWig	hg19				released	s3://encode-public/2017/01/11/24a0303e-22a9-4e36-afcb-50498e23343a/ENCFF646GIV.bigWig			control insufficient read depth, insufficient read depth	
ENCFF831WYD	bigWig	fold change over control	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF015YIT, ENCFF232FPZ, ENCFF624TPS, ENCFF968HWY	260300000	ENCODE Processing Pipeline	e67b1838c42040561f0f224d66d87b8e		https://www.encodeproject.org/files/ENCFF831WYD/@@download/ENCFF831WYD.bigWig	hg19				released	s3://encode-public/2017/01/11/1a5d1609-6efe-4e76-8b20-514864c88727/ENCFF831WYD.bigWig			control insufficient read depth, insufficient read depth	
ENCFF468UQN	bigWig	fold change over control	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF015YIT, ENCFF232FPZ, ENCFF624TPS	150472837	ENCODE Processing Pipeline	e97a4481fe74ad4fe58096b1eb2e75a0		https://www.encodeproject.org/files/ENCFF468UQN/@@download/ENCFF468UQN.bigWig	hg19				released	s3://encode-public/2017/01/11/66f11357-3bb8-4d43-a104-6528e550a7b1/ENCFF468UQN.bigWig			control insufficient read depth, insufficient read depth	
ENCFF484VSV	bigWig	fold change over control	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF624TPS, ENCFF968HWY	112660815	ENCODE Processing Pipeline	db46e458aed361a486ba0413c2ff169e		https://www.encodeproject.org/files/ENCFF484VSV/@@download/ENCFF484VSV.bigWig	hg19				released	s3://encode-public/2017/01/11/e6e512d1-5e16-43b9-96b3-ce6401fc0372/ENCFF484VSV.bigWig			control insufficient read depth, insufficient read depth	
ENCFF031EHW	bigBed narrowPeak	replicated peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF308WNH	380459	ENCODE Processing Pipeline	9c7ad11e486cfb1cbec44cb74f4061f4		https://www.encodeproject.org/files/ENCFF031EHW/@@download/ENCFF031EHW.bigBed	hg19				released	s3://encode-public/2017/01/11/59551539-f38c-4162-8a34-2d6094e66372/ENCFF031EHW.bigBed			control insufficient read depth, insufficient read depth	
ENCFF308WNH	bed narrowPeak	replicated peaks	ENCSR000AKI	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF256WOX, ENCFF573ZGU, ENCFF736IIZ	142687	ENCODE Processing Pipeline	bc0959ea668b50865d6632297a85271a		https://www.encodeproject.org/files/ENCFF308WNH/@@download/ENCFF308WNH.bed.gz	hg19				released	s3://encode-public/2017/01/11/303d71dd-ebdf-4a9b-8134-a97a7e64b9cc/ENCFF308WNH.bed.gz			control insufficient read depth, insufficient read depth	
ENCFF001EWW	bam	alignments	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001EXM	559381006	John Stamatoyannopoulos, UW	e88f0e21caf64f0bbf703666057221a1		https://www.encodeproject.org/files/ENCFF001EWW/@@download/ENCFF001EWW.bam	hg19				archived	s3://encode-public/2011/06/25/6e527170-1a5f-40e1-b57a-1b8f25adfba6/ENCFF001EWW.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EWX	bigBed broadPeak	hotspots	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001WYB	7813919	John Stamatoyannopoulos, UW	edceb3d55e69fe286ea4c413dd61cee1		https://www.encodeproject.org/files/ENCFF001EWX/@@download/ENCFF001EWX.bigBed	hg19				archived	s3://encode-public/2011/06/25/523273f9-a885-4dc3-a48f-66cbec8d58f6/ENCFF001EWX.broadPeak.bigbed	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EWY	bigBed broadPeak	hotspots	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001WYE	8232842	John Stamatoyannopoulos, UW	05849d327679cfdd158cf10147a9f8dc		https://www.encodeproject.org/files/ENCFF001EWY/@@download/ENCFF001EWY.bigBed	hg19				archived	s3://encode-public/2011/06/25/9e240040-08de-42c5-8ab9-fac7531a637c/ENCFF001EWY.broadPeak.bigbed	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EWZ	bam	alignments	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001EXO	754049399	John Stamatoyannopoulos, UW	f0d1cff7235b7200ddb44aa948892975		https://www.encodeproject.org/files/ENCFF001EWZ/@@download/ENCFF001EWZ.bam	hg19				archived	s3://encode-public/2011/06/25/d35df473-723d-44ab-adf0-33ad0d3f64f2/ENCFF001EWZ.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXA	bigBed narrowPeak	peaks	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001WYC	345003	John Stamatoyannopoulos, UW	538967c9aaa225aaf2f766deb51720c9		https://www.encodeproject.org/files/ENCFF001EXA/@@download/ENCFF001EXA.bigBed	hg19				archived	s3://encode-public/2011/06/25/d9ab94ec-eaf0-4d95-b6a2-aba0eca847a3/ENCFF001EXA.narrowPeak.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXB	bigBed narrowPeak	peaks	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001WYD	564232	John Stamatoyannopoulos, UW	b8e36c221af2ac6694451702dd29f2f3		https://www.encodeproject.org/files/ENCFF001EXB/@@download/ENCFF001EXB.bigBed	hg19				archived	s3://encode-public/2011/06/25/37805c83-0e7c-47be-b161-17a928e637f5/ENCFF001EXB.narrowPeak.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXC	bigWig	raw signal	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001EWW	125657403	John Stamatoyannopoulos, UW	e0c2dbf0f9972a27cbfa91f6b7e8f11b		https://www.encodeproject.org/files/ENCFF001EXC/@@download/ENCFF001EXC.bigWig	hg19				archived	s3://encode-public/2011/06/25/29bae4f1-82d1-49e9-9195-81bbc6638dca/ENCFF001EXC.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXD	bigWig	raw signal	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001EWZ	152342721	John Stamatoyannopoulos, UW	4efe0a8f7a3b13f99c67fcea7de9be81		https://www.encodeproject.org/files/ENCFF001EXD/@@download/ENCFF001EXD.bigWig	hg19				archived	s3://encode-public/2011/06/25/a0fdc34f-0c6f-40fa-99fd-00104b45a84d/ENCFF001EXD.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXM	fastq	reads	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1	1	36		single-ended				597320119	John Stamatoyannopoulos, UW	f0df6f7a41ebbdbf40af34a29234dc18		https://www.encodeproject.org/files/ENCFF001EXM/@@download/ENCFF001EXM.fastq.gz			Illumina Genome Analyzer	/files/ENCFF001HID/	released	s3://encode-public/2011/06/25/8d766b1e-4154-48a5-97e3-e16a52f7434f/ENCFF001EXM.fastq.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXO	fastq	reads	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2	1	36		single-ended				792413361	John Stamatoyannopoulos, UW	3740628681f03537e037e86e47667cfe		https://www.encodeproject.org/files/ENCFF001EXO/@@download/ENCFF001EXO.fastq.gz			Illumina Genome Analyzer	/files/ENCFF001HID/	released	s3://encode-public/2011/06/25/05bc4ae3-306b-4634-a6f8-b3907e1714e5/ENCFF001EXO.fastq.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001WYB	bed broadPeak	hotspots	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001EWW	5265405	John Stamatoyannopoulos, UW	ee8228c69ac46c70d478bbadbac4296f		https://www.encodeproject.org/files/ENCFF001WYB/@@download/ENCFF001WYB.bed.gz	hg19				archived	s3://encode-public/2011/06/25/7b9134bf-be06-4c66-963e-62d4b8bbc45f/ENCFF001WYB.broadPeak.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001WYC	bed narrowPeak	peaks	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001EWW	174506	John Stamatoyannopoulos, UW	9600204146db9e8ce88e0ff7ff04bf1e		https://www.encodeproject.org/files/ENCFF001WYC/@@download/ENCFF001WYC.bed.gz	hg19				archived	s3://encode-public/2011/06/25/39e20713-e04d-4c3e-9c19-d6b3a930bca1/ENCFF001WYC.narrowPeak.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001WYD	bed narrowPeak	peaks	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001EWZ	345830	John Stamatoyannopoulos, UW	7d119e5aa92ddf2b6f815874c84e8160		https://www.encodeproject.org/files/ENCFF001WYD/@@download/ENCFF001WYD.bed.gz	hg19				archived	s3://encode-public/2011/06/25/b20ae386-e6e3-4baf-8356-3797963041f5/ENCFF001WYD.narrowPeak.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001WYE	bed broadPeak	hotspots	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001EWZ	5826763	John Stamatoyannopoulos, UW	ee295fe486e87ec8f8e28263d8ef7b6c		https://www.encodeproject.org/files/ENCFF001WYE/@@download/ENCFF001WYE.bed.gz	hg19				archived	s3://encode-public/2011/06/25/69edd900-b702-4203-aa82-795f8389e6b2/ENCFF001WYE.broadPeak.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF858SMQ	bam	unfiltered alignments	ENCSR000DRX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2			36				ENCFF001EXO, ENCFF643CGH	966550074	ENCODE Processing Pipeline	08b387d9ff5e289ef8da8f23b905cfb1		https://www.encodeproject.org/files/ENCFF858SMQ/@@download/ENCFF858SMQ.bam	GRCh38				released	s3://encode-public/2016/10/26/ac8a83d6-d33e-41ba-9b89-c24babe5d1b2/ENCFF858SMQ.bam	low read length		control insufficient read depth, insufficient read depth	
